time,tag_id,tag_name,blink_id,AN_1,AN_2,AN_3,AN_4,AN_5,AN_6,last_pos_x,last_pos_y,last_pos_z,aver_pos_x,aver_pos_y,aver_pos_z
183951,1835046,Tag_1,64,101522,101533,,,101542,101546,4.591014860329363,7.5329457701448765,0,4.591014860329363,7.5329457701448765,0
183951,1835046,Tag_1,65,102052,102063,,,102071,102076,5.368643617477561,8.132273196767624,0,5.174236428190512,7.982441340111937,0.0
183952,1835046,Tag_1,66,102566,102577,,,102585,102590,5.368643617477561,8.132273196767624,0,5.320041820155799,8.094815232603702,0.0
183952,1835046,Tag_1,67,103080,103091,,,103100,103104,4.591014860329363,7.5329457701448765,0,4.773271600285971,7.673413135759583,0.0
183952,1835046,Tag_1,68,103602,103612,,,103621,103626,5.7025056074574625,8.963915616606094,0,5.470197105664591,8.641289996394466,0.0
183953,1835046,Tag_1,69,104116,104127,,,104135,104140,5.368643617477561,8.132273196767624,0,5.3940319895243185,8.259527396674335,0.0
183953,1835046,Tag_1,70,104638,104649,,,104658,104662,4.591014860329363,7.5329457701448765,0,4.791769142628102,7.71459117677724,0.0
183953,1835046,Tag_1,71,105160,105171,,,105180,105184,4.591014860329363,7.5329457701448765,0,4.6412034309040475,7.578357121802967,0.0
183954,1835046,Tag_1,72,105674,105685,,,105694,105698,4.591014860329363,7.5329457701448765,0,4.6035620029730335,7.544298608059399,0.0
183954,1835046,Tag_1,73,106196,106207,,,106216,106220,4.591014860329363,7.5329457701448765,0,4.59415164599028,7.535783979623507,0.0
183954,1835046,Tag_1,74,106718,106729,,,106738,106742,4.591014860329363,7.5329457701448765,0,4.5938379674241885,7.535500158675644,0.0
183954,1835046,Tag_1,75,107240,107251,,,107260,107264,4.591014860329363,7.5329457701448765,0,4.593555656714706,7.535244719822568,0.0
183955,1835046,Tag_1,76,107763,107773,,,107782,107787,5.7025056074574625,8.963915616606094,0,4.704450651788982,7.678111809500921,0.0
183955,1835046,Tag_1,77,108285,108296,,,108304,108309,5.368643617477561,8.132273196767624,0,4.77086994835784,7.723527948227591,0.0
183955,1835046,Tag_1,78,108799,108810,,,108819,108823,4.591014860329363,7.5329457701448765,0,4.752884439554992,7.704469730419319,0.0
183956,1835046,Tag_1,79,109329,109340,,,109349,109353,4.591014860329363,7.5329457701448765,0,4.736697481632429,7.687317334391874,0.0
183956,1835046,Tag_1,81,110406,110417,,,110425,110430,5.368643617477561,8.132273196767624,0,4.799892095216943,7.73181292062945,0.0
183957,1835046,Tag_1,82,110944,110955,,,110964,110968,4.591014860329363,7.5329457701448765,0,4.779004371728185,7.711926205580992,0.0
