time,tag_id,tag_name,blink_id,AN_1,AN_2,AN_3,AN_4,AN_5,AN_6,last_pos_x,last_pos_y,last_pos_z,aver_pos_x,aver_pos_y,aver_pos_z
184433,1835046,Tag_1,224,9900,9905,,,9896,9903,3.668834561487042,3.8933136468141165,0,3.668834561487042,3.8933136468141165,0
184433,1835046,Tag_1,225,10404,10409,,,10400,10407,3.668834561487042,3.8933136468141165,0,3.668834561487042,3.8933136468141165,0.0
184434,1835046,Tag_1,226,10908,10913,,,10904,10910,4.692055015800688,3.355065635419929,0,4.4362499022222766,3.4896276382684754,0.0
184434,1835046,Tag_1,227,11428,11433,,,11424,11430,4.692055015800688,3.355065635419929,0,4.628103737406085,3.388706136132065,0.0
184434,1835046,Tag_1,228,11932,11936,,,11927,11934,3.294290948698382,3.9663392293497686,0,3.6277441458753072,3.8219309560453425,0.0
184434,1835046,Tag_1,229,12428,12432,,,12423,12430,3.294290948698382,3.9663392293497686,0,3.377654247992613,3.930237161023662,0.0
184434,1835046,Tag_1,230,12931,12937,,,12927,12934,5.519475916248531,3.1919581966781942,0,4.984020499184552,3.3765279377645614,0.0
184435,1835046,Tag_1,231,13435,13440,,,13431,13438,3.668834561487042,3.8933136468141165,0,3.9976310459114197,3.7641172195517276,0.0
184435,1835046,Tag_1,232,13939,13944,,,13935,13941,4.692055015800688,3.355065635419929,0,4.518449023328371,3.4573285314528786,0.0
184435,1835046,Tag_1,233,14443,14448,,,14438,14445,3.99712504333257,3.633261674908777,0,4.12745603833152,3.5892783890448023,0.0
184436,1835046,Tag_1,234,14946,14951,,,14942,14949,3.668834561487042,3.8933136468141165,0,4.081593890647072,3.619681914821734,0.0
184436,1835046,Tag_1,235,15450,15455,,,15446,15453,3.668834561487042,3.8933136468141165,0,4.0403179577310695,3.647045088020972,0.0
184436,1835046,Tag_1,236,15954,15959,,,15950,15956,4.692055015800688,3.355065635419929,0,4.105491663538031,3.6178471427608683,0.0
184437,1835046,Tag_1,237,16465,16471,,,16461,16468,5.519475916248531,3.1919581966781942,0,4.2468900888090815,3.575258248152601,0.0
184437,1835046,Tag_1,238,16969,16974,,,16965,16972,3.668834561487042,3.8933136468141165,0,4.189084536076878,3.6070637880187526,0.0
184437,1835046,Tag_1,240,17976,17981,,,17972,17979,3.668834561487042,3.8933136468141165,0,4.137059538617894,3.635688773898289,0.0
184438,1835046,Tag_1,241,18480,18485,,,18476,18482,4.692055015800688,3.355065635419929,0,4.192559086336174,3.6076264600504535,0.0
184438,1835046,Tag_1,242,18999,19005,,,18995,19002,5.519475916248531,3.1919581966781942,0,4.325250769327409,3.5660596337132278,0.0
184438,1835046,Tag_1,243,19503,19508,,,19499,19505,4.692055015800688,3.355065635419929,0,4.361931193974738,3.5449602338838977,0.0
184439,1835046,Tag_1,244,20015,20020,,,20011,20017,4.692055015800688,3.355065635419929,0,4.394943576157333,3.525970774037501,0.0
184439,1835046,Tag_1,245,20518,20523,,,20514,20521,3.668834561487042,3.8933136468141165,0,4.322332674690304,3.5627050613151625,0.0
184439,1835046,Tag_1,246,21030,21035,,,21025,21032,3.99712504333257,3.633261674908777,0,4.289811911554531,3.5697607226745243,0.0
184440,1835046,Tag_1,247,21549,21554,,,21545,21551,4.692055015800688,3.355065635419929,0,4.330036221979147,3.5482912139490645,0.0
184440,1835046,Tag_1,248,22069,22074,,,22065,22071,4.692055015800688,3.355065635419929,0,4.366238101361301,3.5289686560961515,0.0
184440,1835046,Tag_1,249,22596,22601,,,22592,22599,3.668834561487042,3.8933136468141165,0,4.296497747373875,3.565403155167948,0.0
184440,1835046,Tag_1,250,23123,23129,,,23119,23126,5.519475916248531,3.1919581966781942,0,4.418795564261341,3.528058659318973,0.0
184441,1835046,Tag_1,251,23643,23648,,,23639,23646,3.668834561487042,3.8933136468141165,0,4.3437994639839115,3.564584158068487,0.0
184441,1835046,Tag_1,252,24179,24184,,,24175,24181,4.692055015800688,3.355065635419929,0,4.3786250191655895,3.543632305803632,0.0
184441,1835046,Tag_1,253,24698,24703,,,24694,24701,3.668834561487042,3.8933136468141165,0,4.307645973397735,3.5786004399046805,0.0
184442,1835046,Tag_1,254,25226,25231,,,25222,25228,4.692055015800688,3.355065635419929,0,4.34608687763803,3.556246959456206,0.0
184442,1835046,Tag_1,0,25617,25622,,,25613,25620,3.668834561487042,3.8933136468141165,0,4.2783616460229315,3.589953628191997,0.0
184442,1835046,Tag_1,1,26265,26270,,,26261,26267,4.692055015800688,3.355065635419929,0,4.319730983000707,3.56646482891479,0.0
184443,1835046,Tag_1,2,26785,26789,,,26781,26787,3.3582593580756526,3.944944825138969,0,4.223583820508202,3.604312828537208,0.0
184443,1835046,Tag_1,3,27304,27309,,,27301,27307,4.115159436240747,3.7734305217123962,0,4.2127413820814565,3.621224597854727,0.0
184443,1835046,Tag_1,4,27824,27829,,,27819,27826,3.99712504333257,3.633261674908777,0,4.191179748206568,3.622428305560132,0.0
184444,1835046,Tag_1,5,28352,28356,,,28347,28354,3.294290948698382,3.9663392293497686,0,4.101490868255749,3.656819397939096,0.0
184444,1835046,Tag_1,6,28871,28876,,,28867,28874,3.668834561487042,3.8933136468141165,0,4.0582252375788785,3.680468822826598,0.0
184444,1835046,Tag_1,7,29391,29396,,,29386,29393,3.99712504333257,3.633261674908777,0,4.052115218154247,3.6757481080348158,0.0
184444,1835046,Tag_1,8,29910,29915,,,29906,29913,3.668834561487042,3.8933136468141165,0,4.013787152487527,3.697504661912746,0.0
184445,1835046,Tag_1,9,30430,30435,,,30425,30433,3.555425707558623,3.9237753319949973,0,3.967951007994637,3.720131728920971,0.0
184445,1835046,Tag_1,10,30950,30955,,,30945,30952,3.99712504333257,3.633261674908777,0,3.9708684115284307,3.711444723519752,0.0
